"","Sales_Rep","Business","Age","Female","Years","College","Certficates","Feedback","Salary","NPS","Diplomat","Explorer","Sentinel","Analyst"
"943",943,0,48,0,1,0,3,2.53,68000,6,0,0,1,0
"944",944,0,33,0,1,1,2,3.4,82000,4,0,1,0,0
"948",948,0,45,0,2,1,4,2.21,87000,5,1,0,0,0
"952",952,0,26,1,2,1,3,3.77,68800,9,0,1,0,0
"955",955,0,58,0,1,0,1,2.47,63000,5,0,1,0,0
"959",959,0,40,0,1,1,1,3.15,94000,5,0,1,0,0
"960",960,0,50,0,2,0,2,1.98,72000,6,1,0,0,0
"961",961,0,37,0,7,1,5,1.14,85000,6,0,1,0,0
"964",964,0,41,0,7,0,3,2.54,88000,9,1,0,0,0
"966",966,0,28,1,2,1,5,1.83,70400,8,0,0,0,1
"970",970,0,26,0,2,1,2,3.55,85000,8,0,1,0,0
"980",980,0,41,1,2,1,3,1.49,61800,5,0,1,0,0
"981",981,0,37,0,7,0,0,3.13,50000,2,0,0,1,0
"982",982,0,31,0,2,1,1,2.73,62000,9,1,0,0,0
"985",985,0,42,1,2,1,0,4,51600,4,0,0,0,1
"987",987,0,60,0,4,1,4,3.48,66000,5,0,0,1,0
"991",991,0,61,0,1,1,5,1.17,78000,5,1,0,0,0
"992",992,0,39,1,2,1,1,3.16,62200,10,0,1,0,0
"997",997,0,61,0,1,1,5,2.35,90000,5,0,0,0,1
"998",998,0,58,0,3,0,2,2.44,52000,4,0,0,1,0
"1000",1000,0,63,0,1,0,5,3.38,79000,7,0,1,0,0
"1003",1003,0,39,0,5,1,5,2.81,118000,10,1,0,0,0
"1004",1004,0,58,1,9,0,5,2.87,81400,8,1,0,0,0
"1005",1005,0,37,1,2,1,4,1.52,100600,9,1,0,0,0
"1006",1006,0,59,0,1,0,1,3.35,44000,4,0,0,1,0
"1007",1007,0,45,1,10,0,2,1.79,72000,10,0,1,0,0
"1013",1013,0,47,0,2,1,3,2.68,65000,5,0,1,0,0
"1014",1014,0,49,0,1,1,3,1.51,108000,6,1,0,0,0
"1017",1017,0,45,0,2,1,1,2.03,47000,6,0,0,0,1
"1018",1018,0,41,1,1,0,3,4,74800,5,0,0,0,1
"1019",1019,0,50,0,1,1,3,1.32,80000,6,0,1,0,0
"1020",1020,0,30,0,1,1,4,1.26,65000,5,0,0,1,0
"1021",1021,0,63,0,2,1,1,2.25,78000,3,0,1,0,0
"1023",1023,0,48,1,1,1,2,3.25,90400,5,0,1,0,0
"1024",1024,0,28,1,1,1,1,2.82,59400,3,0,1,0,0
"1025",1025,0,34,0,1,1,2,2.55,64000,7,0,1,0,0
"1026",1026,0,43,0,1,1,1,1.85,85000,6,0,1,0,0
"1029",1029,0,25,0,2,1,0,1.18,40000,3,1,0,0,0
"1031",1031,0,54,0,6,1,2,1.55,83000,9,0,1,0,0
"1033",1033,0,49,0,1,1,4,2.28,71000,5,0,0,0,1
"1034",1034,0,36,0,2,0,6,2.23,96000,6,0,1,0,0
"1035",1035,0,61,0,9,1,3,4,1e+05,8,1,0,0,0
"1038",1038,0,41,0,2,0,1,2.03,55000,9,1,0,0,0
"1039",1039,0,44,1,7,1,2,2.1,74200,8,0,1,0,0
"1040",1040,0,60,1,1,1,1,2.86,56000,6,0,1,0,0
"1043",1043,0,44,1,2,1,6,3.47,85200,8,0,0,1,0
"1044",1044,0,45,0,1,1,4,2.71,140000,7,1,0,0,0
"1046",1046,0,36,0,2,1,4,1.12,66000,6,1,0,0,0
"1047",1047,0,27,0,1,1,0,4,69000,6,0,1,0,0
"1048",1048,0,43,1,1,1,1,2.11,49400,8,1,0,0,0
"1052",1052,0,41,0,1,1,1,3.47,70000,7,1,0,0,0
"1054",1054,0,52,1,4,1,3,2.8,71600,6,0,0,0,1
"1056",1056,0,34,0,2,1,5,2.11,81000,4,0,0,0,1
"1058",1058,0,47,0,2,1,3,3.5,97000,6,0,0,0,1
"1061",1061,0,33,0,1,1,4,3.8,127000,9,1,0,0,0
"1063",1063,0,49,1,1,1,4,2.53,66200,6,0,1,0,0
"1064",1064,0,28,1,2,1,1,4,70400,8,0,1,0,0
"1066",1066,0,28,1,4,1,4,3.24,67400,8,1,0,0,0
"1069",1069,0,45,0,3,1,0,2.23,76000,4,1,0,0,0
"1072",1072,0,55,0,2,1,5,1.32,86000,6,1,0,0,0
"1073",1073,0,57,1,5,0,5,1.47,80600,9,0,1,0,0
"1074",1074,0,59,1,2,1,4,4,78200,5,0,0,0,1
"1077",1077,0,32,0,1,1,1,1.11,79000,3,0,1,0,0
"1078",1078,0,43,1,2,1,0,1.55,47400,2,0,0,1,0
"1079",1079,0,29,0,1,1,4,3.07,103000,10,1,0,0,0
"1082",1082,0,32,0,6,1,3,1.37,67000,5,0,0,1,0
"1090",1090,0,50,0,2,0,3,3.65,78000,5,1,0,0,0
"1091",1091,0,52,0,2,0,6,3.34,114000,10,1,0,0,0
"1095",1095,0,50,1,5,1,2,2.17,70000,4,1,0,0,0
"1097",1097,0,64,0,5,1,0,1.13,59000,3,0,1,0,0
"1098",1098,0,61,1,2,0,1,1.39,37800,3,0,0,1,0
"1099",1099,0,47,0,1,1,2,3.35,82000,7,0,1,0,0
"1104",1104,0,57,0,1,1,3,2.87,106000,7,0,1,0,0
"1106",1106,0,57,0,2,1,5,1.88,86000,8,1,0,0,0
"1108",1108,0,53,0,1,1,3,3.17,83000,6,0,1,0,0
"1109",1109,0,48,0,2,1,1,2.65,86000,9,0,1,0,0
"1110",1110,0,26,0,1,1,2,3.59,59000,9,0,1,0,0
"1113",1113,0,45,0,1,1,0,2.28,42000,2,0,0,0,1
"1116",1116,0,51,0,2,1,3,2.43,115000,10,0,1,0,0
"1119",1119,0,57,0,1,0,6,3.23,144000,9,1,0,0,0
"1120",1120,0,49,0,2,1,5,4,144000,8,0,1,0,0
"1129",1129,0,27,0,1,1,1,4,55000,6,0,0,1,0
"1130",1130,0,36,1,1,0,4,3.55,96800,8,1,0,0,0
"1131",1131,0,25,0,1,0,1,3.82,61000,4,0,1,0,0
"1133",1133,0,54,0,2,1,4,2.12,131000,7,0,1,0,0
"1137",1137,0,43,0,1,1,1,1.75,49000,4,0,0,1,0
"1141",1141,0,57,1,1,1,3,3.23,85600,9,0,1,0,0
"1142",1142,0,59,0,12,1,1,3.58,90000,10,0,1,0,0
"1146",1146,0,46,1,2,1,2,3.08,57800,10,0,0,0,1
"1147",1147,0,41,1,2,1,0,1.95,69800,4,0,1,0,0
"1148",1148,0,59,0,1,0,3,1.32,49000,4,0,0,0,1
"1149",1149,0,43,0,2,0,1,1.11,40000,4,0,0,0,1
"1151",1151,0,47,1,2,0,5,2.81,84600,6,0,0,1,0
"1152",1152,0,42,0,3,0,1,3.27,68000,6,0,1,0,0
"1156",1156,0,61,0,4,1,4,1.87,103000,9,1,0,0,0
"1157",1157,0,60,1,2,1,3,4,122000,8,1,0,0,0
"1158",1158,0,41,0,1,1,1,4,81000,7,0,1,0,0
"1165",1165,0,50,1,2,1,4,3.49,122000,8,1,0,0,0
"1166",1166,0,31,0,2,1,3,2.64,71000,6,1,0,0,0
"1169",1169,0,54,0,10,1,3,3.15,86000,8,0,0,1,0
"1172",1172,0,25,1,4,1,2,1.19,41000,3,0,0,0,1
"1174",1174,0,38,0,3,1,2,2.96,70000,7,1,0,0,0
"1175",1175,0,28,0,2,1,2,1.35,47000,5,0,1,0,0
"1181",1181,0,31,0,1,1,1,1.43,61000,4,1,0,0,0
"1185",1185,0,29,1,1,1,1,1.65,57200,3,0,0,1,0
"1186",1186,0,57,0,2,1,3,2.98,59000,7,1,0,0,0
"1188",1188,0,58,0,1,1,1,2.39,70000,6,0,1,0,0
"1192",1192,0,63,1,1,0,1,1.99,63400,4,1,0,0,0
"1194",1194,0,53,1,2,0,4,1.32,54400,6,1,0,0,0
"1195",1195,0,57,0,2,1,4,3.12,72000,6,0,0,0,1
"1197",1197,0,42,0,2,1,3,1.13,77000,5,0,1,0,0
"1198",1198,0,38,1,6,1,1,1.9,98400,5,0,1,0,0
"1203",1203,0,26,0,4,1,4,2.7,52000,4,0,0,1,0
"1204",1204,0,51,1,2,1,2,2.03,85800,9,1,0,0,0
"1208",1208,0,64,0,3,1,0,1.58,45000,4,0,1,0,0
"1210",1210,0,28,0,7,1,5,2.32,72000,10,1,0,0,0
"1211",1211,0,48,0,7,1,3,2.91,117000,7,0,1,0,0
"1215",1215,0,37,0,1,1,2,3.35,73000,4,0,0,1,0
"1217",1217,0,40,0,2,1,3,3.55,85000,9,1,0,0,0
"1218",1218,0,42,1,7,1,0,2.5,52600,10,0,1,0,0
"1222",1222,0,40,1,1,0,5,1.98,64000,7,0,1,0,0
"1224",1224,0,47,0,2,1,3,1.72,93000,7,1,0,0,0
"1225",1225,0,53,0,4,1,2,3.16,66000,4,1,0,0,0
"1226",1226,0,43,1,2,0,2,1.79,65400,6,1,0,0,0
"1227",1227,0,51,0,2,0,0,1.76,61000,4,1,0,0,0
"1228",1228,0,50,1,9,1,0,4,63000,6,0,0,1,0
"1230",1230,0,30,0,2,0,0,4,79000,5,1,0,0,0
"1231",1231,0,60,0,2,1,1,2.04,54000,7,0,1,0,0
"1233",1233,0,28,0,1,1,2,2.24,45000,3,0,0,0,1
"1234",1234,0,56,0,2,1,3,1.93,61000,3,0,0,1,0
"1236",1236,0,62,0,2,1,5,3.63,127000,10,0,1,0,0
"1238",1238,0,27,0,1,0,3,1.99,69000,6,0,1,0,0
"1239",1239,0,58,1,1,0,1,3.15,70400,7,1,0,0,0
"1240",1240,0,45,1,1,1,3,3.42,70000,9,0,1,0,0
"1241",1241,0,64,0,1,1,1,4,76000,10,0,1,0,0
"1242",1242,0,45,1,1,1,2,4,67000,8,0,1,0,0
"1243",1243,0,33,0,5,1,2,2.18,82000,7,0,1,0,0
"1244",1244,0,43,0,1,1,0,2.12,71000,3,1,0,0,0
"1245",1245,0,49,0,2,1,1,2.33,79000,8,1,0,0,0
"1246",1246,0,28,0,2,1,2,3.66,82000,8,1,0,0,0
"1249",1249,0,44,0,2,1,2,2.83,115000,6,0,1,0,0
"1252",1252,0,63,0,2,1,5,3.49,133000,8,0,0,1,0
"1256",1256,0,49,0,10,1,4,2.52,127000,6,0,1,0,0
"1259",1259,0,39,0,1,1,2,2.12,112000,5,1,0,0,0
"1262",1262,0,35,0,6,1,1,3.79,90000,8,1,0,0,0
"1263",1263,0,30,0,4,1,2,2.5,69000,8,1,0,0,0
"1265",1265,0,41,0,1,0,4,1.35,51000,4,0,0,1,0
"1267",1267,0,56,0,9,0,1,3.28,68000,4,1,0,0,0
"1274",1274,0,47,0,10,1,1,1.22,93000,5,1,0,0,0
"1275",1275,0,62,1,2,1,3,3.29,79600,7,1,0,0,0
"1276",1276,0,63,1,11,1,4,2.3,82400,8,0,1,0,0
"1277",1277,0,59,1,1,1,3,3.57,83200,9,0,1,0,0
"1278",1278,0,38,0,3,1,2,4,84000,9,0,1,0,0
"1279",1279,0,43,0,11,0,3,1.93,73000,8,0,0,1,0
"1283",1283,0,54,1,1,1,0,2.36,68200,7,1,0,0,0
"1285",1285,0,37,0,6,1,2,2.34,79000,8,1,0,0,0
"1287",1287,0,49,1,9,0,4,2.79,88200,9,1,0,0,0
"1288",1288,0,49,0,3,1,1,3.98,145000,6,1,0,0,0
"1291",1291,0,28,1,2,0,2,3.06,51400,4,0,0,1,0
"1292",1292,0,43,0,2,1,5,3.47,127000,8,1,0,0,0
"1295",1295,0,49,1,1,1,0,1.48,51200,3,0,0,0,1
"1296",1296,0,55,0,1,1,3,1.45,62000,3,0,0,0,1
"1297",1297,0,42,1,1,1,2,1.76,72600,7,1,0,0,0
"1299",1299,0,43,0,11,0,5,3.26,135000,10,0,0,1,0
"1300",1300,0,43,1,2,1,0,1.91,48400,3,0,0,0,1
"1304",1304,0,36,0,1,0,3,2.59,79000,8,0,1,0,0
"1306",1306,0,35,0,2,0,1,2.27,49000,6,0,1,0,0
"1309",1309,0,44,1,1,1,2,2.13,64200,5,0,1,0,0
"1310",1310,0,31,0,2,1,1,2.59,53000,3,0,0,1,0
"1312",1312,0,56,0,2,0,3,2.06,75000,6,1,0,0,0
"1313",1313,0,45,1,1,0,5,3.62,103000,8,1,0,0,0
"1315",1315,0,34,1,1,1,2,2,66200,8,1,0,0,0
"1316",1316,0,44,0,7,0,3,2.1,78000,5,0,1,0,0
"1320",1320,0,38,0,2,0,6,1.58,72000,6,0,0,0,1
"1322",1322,0,36,1,2,1,0,1.35,44800,5,1,0,0,0
"1323",1323,0,53,0,10,0,3,2.56,69000,9,1,0,0,0
"1326",1326,0,59,1,6,1,1,2.38,54200,7,1,0,0,0
"1331",1331,0,64,0,1,0,5,2.23,72000,4,0,0,1,0
"1332",1332,0,28,1,6,1,1,2.17,60400,7,1,0,0,0
"1334",1334,0,46,1,4,1,1,2.05,78800,8,1,0,0,0
"1339",1339,0,61,0,1,1,5,3.76,133000,10,0,1,0,0
"1340",1340,0,55,0,1,1,2,2.59,83000,10,0,1,0,0
"1345",1345,0,46,0,1,1,3,3.01,62000,8,0,0,0,1
"1346",1346,0,27,0,6,0,2,2.29,55000,6,1,0,0,0
"1350",1350,0,56,1,2,1,5,2.74,120800,8,1,0,0,0
"1351",1351,0,36,0,1,1,1,3.07,53000,4,0,0,0,1
"1352",1352,0,44,0,10,1,0,3.64,67000,9,1,0,0,0
"1353",1353,0,55,0,2,1,6,1.78,87000,9,0,0,1,0
"1354",1354,0,56,0,2,1,3,2.93,98000,5,0,0,0,1
"1355",1355,0,56,0,2,0,5,2.64,114000,7,0,1,0,0
"1360",1360,0,28,0,6,1,1,1.69,66000,5,0,1,0,0
"1363",1363,0,44,1,2,1,2,3.87,67200,6,1,0,0,0
"1364",1364,0,59,0,2,1,6,2.52,88000,8,0,0,0,1
"1368",1368,0,28,0,1,1,2,3.17,57000,4,1,0,0,0
"1370",1370,0,58,0,1,0,3,3.41,82000,4,0,1,0,0
"1371",1371,0,64,0,2,0,0,3.92,34000,2,0,0,1,0
"1373",1373,0,27,1,1,1,1,2.09,43600,6,1,0,0,0
"1374",1374,0,40,1,2,1,0,2.97,49000,4,0,1,0,0
"1376",1376,0,30,0,1,1,2,2.35,53000,4,0,0,1,0
"1379",1379,0,59,0,6,1,1,4,75000,6,1,0,0,0
"1380",1380,0,55,0,5,1,4,1.62,143000,5,0,1,0,0
"1385",1385,0,31,0,2,0,5,4,124000,10,1,0,0,0
"1390",1390,0,61,0,1,1,2,2.92,105000,6,1,0,0,0
"1394",1394,0,40,0,12,1,2,2.09,121000,10,0,1,0,0
"1397",1397,0,26,0,7,1,1,4,107000,8,0,1,0,0
"1399",1399,0,38,0,1,1,3,2.83,74000,5,0,0,1,0
"1402",1402,0,46,1,2,1,2,1.87,63800,3,0,0,1,0
"1404",1404,0,64,1,5,1,2,2.25,69200,6,0,1,0,0
"1406",1406,0,27,0,2,0,3,3.04,59000,5,0,0,0,1
"1408",1408,0,34,0,11,0,5,3.14,91000,9,0,1,0,0
"1410",1410,0,26,0,9,1,5,2.83,114000,10,1,0,0,0
"1412",1412,0,30,0,1,0,1,1.66,67000,4,0,1,0,0
"1413",1413,0,47,1,1,1,5,2.42,91600,7,0,1,0,0
"1416",1416,0,63,1,2,1,1,3.18,52400,10,0,1,0,0
"1418",1418,0,42,0,2,1,1,2.09,83000,4,1,0,0,0
"1419",1419,0,40,1,11,1,0,3.74,50000,3,1,0,0,0
"1421",1421,0,49,0,1,1,4,4,146000,9,1,0,0,0
"1422",1422,0,35,1,2,0,4,1.57,52000,6,1,0,0,0
"1425",1425,0,32,0,2,1,1,2.28,63000,7,0,1,0,0
"1426",1426,0,37,0,10,1,2,1.22,56000,8,0,1,0,0
"1427",1427,0,62,1,5,1,1,2.28,56600,5,0,1,0,0
"1428",1428,0,48,1,2,1,1,4,88400,10,1,0,0,0
"1432",1432,0,54,1,2,0,5,3.67,74200,8,0,1,0,0
"1434",1434,0,47,0,8,1,2,3.15,77000,6,0,1,0,0
"1439",1439,0,55,0,1,1,2,3.35,105000,5,0,1,0,0
"1440",1440,0,37,0,2,1,4,3.01,94000,5,0,1,0,0
"1441",1441,0,61,1,3,0,2,2.25,51800,6,0,1,0,0
"1443",1443,0,59,1,5,0,0,1.53,36200,2,0,0,1,0
"1445",1445,0,38,1,1,1,2,1.43,59400,3,0,1,0,0
"1446",1446,0,60,0,1,1,0,1.6,77000,6,0,1,0,0
"1451",1451,0,39,1,13,1,3,2.07,66200,9,0,1,0,0
"1453",1453,0,42,1,2,1,3,2.48,65600,7,0,1,0,0
"1460",1460,0,32,0,7,1,2,3.19,75000,6,0,0,0,1
"1465",1465,0,25,1,2,1,4,1.21,54000,3,0,0,1,0
"1467",1467,0,37,0,1,1,5,1.81,65000,6,0,0,1,0
"1473",1473,0,50,1,7,1,2,2.08,54000,6,0,0,1,0
"1474",1474,0,60,1,2,1,2,4,70000,7,0,1,0,0
"1476",1476,0,25,1,2,1,3,4,65000,6,1,0,0,0
"1477",1477,0,54,0,1,1,4,1.33,55000,6,0,0,0,1
"1478",1478,0,29,0,7,1,4,1.44,51000,5,0,0,0,1
"1480",1480,0,51,1,11,1,0,3.59,67800,8,0,1,0,0
"1482",1482,0,33,0,1,0,5,2.93,90000,9,1,0,0,0
"1485",1485,0,56,0,2,1,1,2.62,84000,4,0,1,0,0
"1487",1487,0,28,1,2,1,1,1.56,44400,4,0,0,0,1
"1488",1488,0,50,1,2,0,3,2.67,67000,8,0,1,0,0
"1489",1489,0,39,1,3,1,4,3.3,92200,9,1,0,0,0
"1491",1491,0,27,1,7,0,2,2.01,47600,6,1,0,0,0
"1498",1498,0,55,0,2,1,5,2.17,1e+05,8,0,1,0,0
"1500",1500,0,57,0,1,0,5,4,113000,9,1,0,0,0
"1501",1501,0,41,1,4,1,1,4,86800,6,0,0,0,1
"1502",1502,0,59,1,6,0,3,1.99,63200,6,0,1,0,0
"1503",1503,0,56,1,5,1,2,1.78,72800,7,0,1,0,0
"1504",1504,0,64,1,2,1,4,1.85,58200,9,0,1,0,0
"1505",1505,0,25,0,1,1,1,1.28,31000,3,0,0,0,1
"1507",1507,0,44,0,8,1,6,1.85,101000,7,0,0,1,0
"1508",1508,0,44,0,1,1,3,4,113000,10,1,0,0,0
"1510",1510,0,41,1,2,1,5,2.19,65800,9,1,0,0,0
"1513",1513,0,27,0,2,1,1,1.31,43000,4,0,1,0,0
"1516",1516,0,63,1,1,0,3,3.75,74400,7,1,0,0,0
"1517",1517,0,36,1,1,1,3,1.67,54800,6,0,1,0,0
"1522",1522,0,31,0,8,0,1,2.75,57000,6,0,0,1,0
"1523",1523,0,29,1,2,0,5,2,68200,6,0,1,0,0
"1524",1524,0,41,1,1,1,0,4,54800,4,0,0,0,1
"1525",1525,0,34,0,5,1,1,3.12,67000,7,1,0,0,0
"1526",1526,0,57,1,2,0,1,1.9,42600,5,0,1,0,0
"1531",1531,0,33,0,1,1,2,3.07,63000,3,0,1,0,0
"1532",1532,0,28,0,5,1,4,1.66,66000,8,0,1,0,0
"1534",1534,0,42,0,2,1,3,2.05,70000,5,0,0,0,1
"1539",1539,0,58,0,2,1,2,1.84,52000,3,0,0,1,0
"1540",1540,0,26,0,1,1,5,2.73,75000,8,1,0,0,0
"1541",1541,0,38,0,9,1,4,2.92,79000,8,1,0,0,0
"1543",1543,0,58,1,2,0,2,3.99,73400,8,0,1,0,0
"1546",1546,0,28,0,1,1,4,3.56,77000,8,0,0,0,1
"1547",1547,0,48,1,5,1,5,2.3,96400,8,1,0,0,0
"1549",1549,0,33,1,2,1,3,3.54,69400,7,0,0,1,0
"1552",1552,0,42,0,1,1,5,3.38,77000,7,1,0,0,0
"1554",1554,0,25,1,1,1,2,2.75,63000,6,1,0,0,0
"1555",1555,0,47,0,2,0,2,1.72,66000,4,0,1,0,0
"1557",1557,0,45,0,2,1,4,2.36,110000,10,0,1,0,0
"1560",1560,0,43,0,1,1,4,2.41,72000,7,1,0,0,0
"1561",1561,0,61,0,6,1,0,4,91000,6,0,1,0,0
"1562",1562,0,48,1,1,1,5,4,102400,10,0,0,0,1
"1563",1563,0,63,0,2,1,3,2.17,76000,8,1,0,0,0
"1564",1564,0,49,0,9,1,0,1.32,49000,3,0,0,0,1
"1565",1565,0,61,0,7,1,2,4,77000,7,0,0,0,1
"1570",1570,0,62,0,2,1,3,1.98,72000,7,0,1,0,0
"1571",1571,0,42,0,2,1,5,1.97,87000,8,0,1,0,0
"1572",1572,0,61,0,5,1,3,3.01,69000,8,1,0,0,0
"1574",1574,0,44,1,8,0,0,3.68,58200,5,1,0,0,0
"1575",1575,0,31,0,1,1,2,2.52,58000,8,0,1,0,0
"1578",1578,0,51,0,1,1,3,2.57,106000,9,1,0,0,0
"1584",1584,0,38,0,3,1,2,4,104000,5,0,0,1,0
"1585",1585,0,65,1,2,1,0,3.1,74000,10,0,1,0,0
"1587",1587,0,34,1,2,1,1,2.58,67200,7,1,0,0,0
"1588",1588,0,31,0,5,1,2,3.15,73000,10,0,1,0,0
"1589",1589,0,39,1,10,1,0,4,84200,9,0,1,0,0
"1591",1591,0,31,0,2,1,3,3.47,85000,9,0,1,0,0
"1593",1593,0,38,0,2,1,1,2.27,57000,3,0,0,1,0
"1596",1596,0,35,1,7,1,0,1.98,64000,6,0,1,0,0
"1597",1597,0,57,1,1,1,4,3.02,116600,9,0,1,0,0
"1601",1601,0,46,0,3,1,2,1.56,109000,7,0,1,0,0
"1602",1602,0,43,0,2,1,5,3.43,89000,9,0,1,0,0
"1603",1603,0,59,0,2,1,2,2.47,50000,3,0,0,1,0
"1607",1607,0,32,0,1,1,1,2.05,54000,3,0,0,1,0
"1609",1609,0,59,0,1,1,4,2.96,85000,9,0,1,0,0
"1610",1610,0,27,0,2,1,2,3.75,45000,3,0,0,1,0
"1612",1612,0,45,0,1,1,3,3.54,108000,6,1,0,0,0
"1614",1614,0,59,0,2,0,2,4,89000,9,0,1,0,0
"1615",1615,0,41,1,4,1,0,3.67,94800,8,1,0,0,0
"1616",1616,0,43,0,4,1,4,3.19,116000,9,0,1,0,0
"1620",1620,0,44,0,1,1,4,4,150000,10,0,1,0,0
"1621",1621,0,63,0,1,1,5,1.19,88000,4,0,0,0,1
"1622",1622,0,41,0,5,1,4,2.98,61000,4,0,0,1,0
"1623",1623,0,47,0,1,0,2,4,62000,4,0,0,0,1
"1625",1625,0,26,0,1,1,3,1.73,82000,7,1,0,0,0
"1626",1626,0,46,0,3,1,1,3.84,82000,10,0,1,0,0
"1627",1627,0,61,1,5,1,0,2.77,50800,3,0,1,0,0
"1629",1629,0,55,1,4,0,3,3.2,74000,8,1,0,0,0
"1631",1631,0,27,0,6,1,3,1.34,61000,7,1,0,0,0
"1633",1633,0,43,1,11,1,0,4,105400,9,0,1,0,0
"1635",1635,0,39,1,1,1,1,3.86,45200,3,1,0,0,0
"1636",1636,0,45,0,1,1,2,3.6,115000,5,0,1,0,0
"1641",1641,0,29,1,1,1,2,2.66,48200,3,0,0,0,1
"1643",1643,0,25,0,3,1,5,4,99000,8,1,0,0,0
"1644",1644,0,29,1,4,1,1,3,48200,5,0,1,0,0
"1647",1647,0,27,0,2,1,6,1.86,83000,6,0,1,0,0
"1648",1648,0,51,0,2,1,0,1.36,59000,2,1,0,0,0
"1649",1649,0,62,0,2,1,3,1.71,81000,7,1,0,0,0
"1651",1651,0,33,0,8,1,2,4,88000,7,1,0,0,0
"1655",1655,0,28,0,1,1,1,2.36,43000,3,0,0,0,1
"1660",1660,0,63,0,2,0,1,3.5,50000,6,1,0,0,0
"1662",1662,0,40,1,1,0,2,2.34,54000,7,1,0,0,0
"1663",1663,0,59,0,1,1,4,3.06,108000,8,0,1,0,0
"1665",1665,0,49,0,1,0,5,4,147000,8,0,1,0,0
"1667",1667,0,26,0,2,1,0,1.22,40000,3,1,0,0,0
"1670",1670,0,42,0,1,1,2,2.63,73000,4,0,1,0,0
"1672",1672,0,56,0,4,1,2,2.59,73000,4,1,0,0,0
"1673",1673,0,31,0,5,0,3,3.41,56000,6,0,0,1,0
"1674",1674,0,60,0,2,0,1,3.18,64000,3,0,1,0,0
"1676",1676,0,40,1,1,1,1,1.55,63000,2,0,0,1,0
"1678",1678,0,29,0,4,1,1,1.96,48000,3,0,0,1,0
"1679",1679,0,35,1,2,1,1,1.15,56000,4,0,0,0,1
"1680",1680,0,54,1,6,1,2,1.73,88200,6,0,1,0,0
"1684",1684,0,40,0,1,1,4,2.33,74000,8,0,1,0,0
"1688",1688,0,38,1,1,1,2,3.31,60400,3,0,0,0,1
"1689",1689,0,53,0,1,1,0,3.71,80000,6,1,0,0,0
"1690",1690,0,43,0,1,0,1,2.11,59000,4,0,1,0,0
"1695",1695,0,30,1,1,1,4,3.82,70000,8,1,0,0,0
"1698",1698,0,63,0,7,0,0,2.67,52000,6,1,0,0,0
"1701",1701,0,63,0,11,0,3,1.91,59000,5,0,0,0,1
"1704",1704,0,40,0,5,1,4,2.35,105000,8,0,1,0,0
"1705",1705,0,30,0,2,1,3,2.03,80000,9,0,1,0,0
"1706",1706,0,53,1,2,0,2,3.33,39400,7,1,0,0,0
"1707",1707,0,59,0,3,1,3,4,94000,9,1,0,0,0
"1708",1708,0,51,1,2,0,2,3.75,79800,10,0,1,0,0
"1709",1709,0,40,0,2,1,6,2.2,113000,8,0,1,0,0
"1710",1710,0,26,0,2,1,3,2.77,99000,6,0,1,0,0
"1711",1711,0,53,1,1,1,2,3.21,51400,5,0,1,0,0
"1712",1712,0,51,1,1,1,2,4,66800,4,0,0,1,0
"1714",1714,0,28,1,2,1,2,2.2,66400,9,0,1,0,0
"1715",1715,0,49,1,2,1,0,2.43,43200,3,0,0,0,1
"1716",1716,0,31,0,2,1,2,2.55,55000,7,0,1,0,0
"1718",1718,0,34,0,1,1,4,2.33,69000,8,0,0,1,0
"1725",1725,0,26,0,2,1,1,2.66,49000,4,1,0,0,0
"1726",1726,0,63,1,1,1,3,3.18,65400,5,0,0,0,1
"1727",1727,0,36,0,8,1,5,3.09,130000,9,1,0,0,0
"1728",1728,0,36,0,4,0,2,1.33,49000,3,0,0,1,0
"1730",1730,0,60,1,3,0,4,1.81,62000,5,0,0,0,1
"1732",1732,0,62,1,1,1,2,3.65,57600,6,0,0,0,1
"1733",1733,0,37,0,2,1,3,3.77,96000,9,1,0,0,0
"1739",1739,0,34,0,2,1,1,3.5,70000,6,0,0,1,0
"1741",1741,0,42,0,1,0,3,2.28,64000,5,0,1,0,0
"1744",1744,0,47,1,1,1,1,3.37,69600,6,0,1,0,0
"1750",1750,0,38,0,2,0,4,1.27,58000,4,0,0,1,0
"1753",1753,0,59,0,1,0,1,2.53,57000,3,1,0,0,0
"1755",1755,0,60,1,2,1,3,2.76,48000,5,0,1,0,0
"1757",1757,0,58,0,2,0,3,2.76,95000,7,1,0,0,0
"1758",1758,0,39,0,6,1,2,2.1,113000,7,0,1,0,0
"1760",1760,0,62,1,1,1,6,1.95,145600,9,0,1,0,0
"1767",1767,0,50,0,2,0,0,2.87,62000,6,0,1,0,0
"1773",1773,0,58,0,5,1,2,2.98,78000,8,0,1,0,0
"1775",1775,0,35,0,2,1,1,2.62,64000,4,0,1,0,0
"1779",1779,0,42,0,1,1,2,3.49,92000,6,0,1,0,0
"1780",1780,0,59,0,3,1,2,1.94,64000,9,0,1,0,0
"1781",1781,0,27,1,1,1,2,2.92,67600,8,0,1,0,0
"1783",1783,0,40,0,10,0,2,1.54,85000,7,1,0,0,0
"1784",1784,0,26,0,1,1,1,4,73000,4,0,0,1,0
"1786",1786,0,41,0,7,1,1,3.55,98000,10,0,1,0,0
"1787",1787,0,54,0,2,1,1,2.44,77000,8,1,0,0,0
"1788",1788,0,38,0,1,1,3,2.12,72000,5,1,0,0,0
